accession	type	length
GCF_000282615.1|NZ_AKIY01000194.1_18	SP	306
GCF_000283655.1|NC_016585.1_222	SP	359
GCF_000284295.1|NC_017093.1_3052	SP	433
GCF_000284295.1|NC_017093.1_5848	SP	318
GCF_000284375.1|NC_017249.1_1147	SP	299
GCF_000296215.2|NZ_CP013949.1_6970	SP	306
GCF_000296405.1|NZ_JH815192.1_412	SP	363
GCF_000296465.1|NZ_JH815203.1_292	SP	291
GCF_000296695.1|NZ_BAFK01000017.1_48	SP	333
GCF_000297435.1|NZ_CAIP01000419.1_24	SP	358
GCF_000299915.1|NZ_AMRI01000027.1_12	SP	630
GCF_000300005.1|NC_018691.1_3271	SP	636
GCF_000300975.2|NZ_AEEC02000017.1_62	SP	371
GCF_000304315.1|NC_018485.1_2946	SP	354
GCF_000305785.2|NC_018868.3_1262	SP	667
GCF_000308375.1|NZ_BAFQ01000295.1_60	LIPO	316
GCF_000308375.1|NZ_BAFQ01000291.1_50	SP	306
GCF_000308475.2|NZ_BAFT02000056.1_47	SP	321
GCF_000308535.1|NZ_BAFW01000383.1_5	SP	308
GCF_000308655.1|NZ_BAGC01000107.1_83	LIPO	315
GCF_000308715.1|NZ_BAGH01000049.1_17	SP	319
GCF_000308775.1|NZ_BAGJ01000089.1_33	SP	294
GCF_000308795.1|NZ_BAGK01000234.1_11	LIPO	291
GCF_000308815.1|NZ_BAFX01000200.1_17	LIPO	315
GCF_000308815.1|NZ_BAFX01000147.1_10	SP	438
GCF_000308815.1|NZ_BAFX01000074.1_147	LIPO	335
GCF_000308855.1|NZ_BAGM01000201.1_16	SP	305
GCF_000314955.1|NZ_BAEM01000053.1_113	SP	364
GCF_000314975.1|NZ_BAEN01000011.1_27	SP	336
GCF_000314995.1|NZ_BAEO01000062.1_188	SP	305
GCF_000315055.1|NZ_BAER01000044.1_112	SP	353
GCF_000315425.1|NZ_JH992922.1_967	SP	499
GCF_000317305.3|NC_023036.2_2419	SP	299
GCF_000317495.1|NC_019753.1_2498	LIPO	312
GCF_000317835.1|NC_019793.1_1958	LIPO	338
GCF_000317895.1|NC_019567.1_2543	SP	328
GCF_000328305.2|NZ_ANPE02000179.1_3	SP	518
GCF_000328565.1|NC_019966.1_1565	SP	288
GCF_000330885.1|NC_020061.1_525	SP	362
GCF_000331535.1|NZ_AMZN01000051.1_1	SP	652
GCF_000331735.1|NC_020126.1_14	LIPO	615
GCF_000331735.1|NC_020126.1_7957	SP	337
GCF_000332455.1|NZ_AOGY02000069.1_118	SP	343
GCF_000332495.1|NZ_AOGW02000018.1_70	SP	343
GCF_000332515.2|NZ_AOGZ02000013.1_230	SP	343
GCF_000333595.1|NZ_BADK01000889.1_9	SP	355
GCF_000333615.1|NZ_BADL01000249.1_3	SP	350
GCF_000333895.2|NZ_ANFM02000021.1_18	SP	348
GCF_000335475.2|NZ_ANAH02000005.1_393	SP	331
GCF_000335475.2|NZ_ANAH02000001.1_546	LIPO	690
GCF_000336575.1|NZ_AOPO01000001.1_640	SP	369
GCF_000340965.1|NZ_ANAY01000057.1_4	SP	328
GCF_000341005.1|NZ_ANBD01000051.1_6	SP	421
GCF_000341065.1|NZ_ANAX01000098.1_5	SP	421
GCF_000341125.1|NZ_ANBC01000786.1_11	SP	336
GCF_000341225.1|NZ_ANAC01000024.1_101	SP	420
GCF_000342005.1|NZ_AOHO01000020.1_20	SP	285
GCF_000342045.1|NZ_AONQ01000019.1_52	SP	341
GCF_000344175.1|NZ_ALWW01000049.1_25	LIPO	408
GCF_000344615.1|NZ_KB467824.1_719	SP	863
GCF_000344615.1|NZ_KB467824.1_3710	SP	380
GCF_000347635.1|NC_020514.1_4833	SP	642
GCF_000348725.1|NC_020813.1_768	SP	324
GCF_000349325.1|NC_020504.1_2708	LIPO	315
GCF_000349325.1|NC_020504.1_5333	SP	324
GCF_000349325.1|NC_020504.1_7828	SP	435
GCF_000359745.1|NZ_AQHN01000065.1_18	SP	362
GCF_000367365.1|NZ_BARF01000094.1_29	SP	415
GCF_000368685.1|NZ_KB849626.1_332	SP	327
GCF_000368825.1|NZ_KB849710.1_83	SP	321
GCF_000371925.1|NZ_AQVE01000017.1_83	SP	366
GCF_000372525.1|NZ_AQUR01000023.1_2	SP	489
GCF_000372845.1|NZ_KB889963.1_1601	SP	352
GCF_000372885.1|NZ_KB889967.1_709	SP	313
GCF_000373485.1|NZ_KB891587.1_58	SP	326
GCF_000373905.1|NZ_KB892705.1_1216	SP	311
GCF_000373965.1|NZ_KB892864.1_3	SP	388
GCF_000374165.1|NZ_KB893728.1_197	LIPO	329
GCF_000374305.1|NZ_KB894095.1_296	LIPO	319
GCF_000374805.1|NZ_KB895338.1_85	LIPO	348
GCF_000376105.1|NZ_AQWM01000040.1_17	LIPO	328
GCF_000376225.1|NZ_AQXL01000072.1_7	SP	773
GCF_000376225.1|NZ_AQXL01000072.1_9	SP	331
GCF_000376445.1|NZ_AQXI01000001.1_1158	TAT	331
GCF_000376445.1|NZ_AQXI01000001.1_1159	TAT	487
GCF_000376565.1|NZ_BARG01000033.1_169	SP	443
GCF_000377665.1|NZ_KB898653.1_213	SP	353
GCF_000378045.1|NZ_KB899094.1_224	SP	372
GCF_000378185.1|NZ_KB899378.1_176	SP	633
GCF_000378185.1|NZ_KB899384.1_56	SP	327
GCF_000378225.1|NZ_KB905143.1_150	SP	305
GCF_000378505.1|NZ_KB899996.1_102	SP	347
GCF_000379565.1|NZ_KB902882.1_7	SP	489
GCF_000379565.1|NZ_KB903167.1_22	SP	368
GCF_000379565.1|NZ_KB903204.1_12	SP	489
GCF_000379625.1|NZ_KB903226.1_88	LIPO	310
GCF_000379645.1|NZ_KB903311.1_21	SP	452
GCF_000379645.1|NZ_KB903328.1_255	SP	404
GCF_000379685.1|NZ_KB903249.1_90	LIPO	299
GCF_000379685.1|NZ_KB903249.1_186	SP	396
GCF_000379685.1|NZ_KB903249.1_275	LIPO	284
GCF_000379685.1|NZ_KB903252.1_66	LIPO	263
GCF_000379805.1|NZ_KB903556.1_20	SP	387
GCF_000379805.1|NZ_KB903612.1_1	SP	401
GCF_000380165.1|NZ_KB904663.1_1	SP	317
GCF_000380185.1|NZ_KB904780.1_210	SP	372
GCF_000380485.1|NZ_AQYG01000034.1_24	SP	342
GCF_000380645.1|NZ_AQXZ01000015.1_54	LIPO	302
GCF_000380645.1|NZ_AQXZ01000018.1_152	LIPO	279
GCF_000381025.1|NZ_KB905820.1_295	SP	334
GCF_000381345.1|NZ_KB906404.1_90	LIPO	336
GCF_000381345.1|NZ_KB906404.1_158	LIPO	343
GCF_000381885.1|NZ_KB907208.1_426	LIPO	319
GCF_000382225.1|NZ_KB907806.1_97	SP	391
GCF_000382285.1|NZ_KB907928.1_263	SP	357
GCF_000382285.1|NZ_KB907938.1_77	SP	347
GCF_000382285.1|NZ_KB907938.1_79	LIPO	327
GCF_000382345.1|NZ_KB908081.1_53	SP	293
GCF_000382405.1|NZ_KB908259.1_23	SP	311
GCF_000383595.1|NZ_KB911581.1_3724	SP	442
GCF_000383615.1|NZ_KB911585.1_425	SP	432
GCF_000383775.1|NZ_KB912554.1_24	SP	329
GCF_000383795.1|NZ_KB912640.1_156	SP	328
GCF_000383915.1|NZ_KB912942.1_1547	SP	399
GCF_000384155.1|NZ_KB913031.1_400	SP	307
GCF_000384215.1|NZ_KB913032.1_2946	SP	285
GCF_000384295.1|NZ_KB913037.1_2140	SP	744
GCF_000384295.1|NZ_KB913037.1_2201	SP	394
GCF_000384315.1|NZ_ARVW01000001.1_650	SP	334
GCF_000384315.1|NZ_ARVW01000001.1_8121	SP	331
GCF_000384335.2|NZ_KQ031382.1_3789	LIPO	369
GCF_000385135.1|NZ_ARQM01000011.1_951	SP	415
GCF_000389965.1|NC_021191.1_1757	SP	446
GCF_000389965.1|NC_021191.1_3191	SP	450
GCF_000389965.1|NC_021191.1_7374	LIPO	306
GCF_000397065.2|NZ_KE007306.1_505	SP	580
GCF_000409775.1|NZ_KE332396.1_6	SP	353
GCF_000411455.1|NZ_KE150457.1_438	SP	440
GCF_000411455.1|NZ_KE150457.1_1564	LIPO	312
GCF_000415505.1|NZ_KE354133.1_7	SP	820
GCF_000420305.1|NZ_ATUR01000002.1_550	SP	310
GCF_000420705.1|NZ_ATVL01000008.1_649	SP	289
GCF_000422285.1|NZ_AULM01000016.1_23	SP	330
GCF_000422325.1|NZ_AULO01000014.1_11	LIPO	340
GCF_000422425.1|NZ_AULT01000012.1_52	LIPO	349
GCF_000422865.1|NZ_AUGW01000007.1_163	LIPO	345
GCF_000423185.1|NZ_AUHM01000009.1_107	SP	325
GCF_000423285.1|NZ_AUHR01000006.1_71	SP	346
GCF_000424625.1|NZ_AUKG01000001.1_1334	SP	310
GCF_000425065.1|NZ_AULB01000018.1_125	SP	471
GCF_000425305.1|NZ_AUDE01000030.1_27	SP	380
GCF_000425305.1|NZ_AUDE01000043.1_10	SP	380
GCF_000425345.1|NZ_AUDG01000017.1_3	SP	332
GCF_000425585.1|NZ_KE384398.1_167	LIPO	304
GCF_000425585.1|NZ_KE384401.1_139	SP	379
GCF_000425725.1|NZ_AUDZ01000013.1_332	SP	370
GCF_000425945.1|NZ_KE384480.1_248	SP	416
GCF_000425945.1|NZ_AUEK01000006.1_163	SP	488
GCF_000425945.1|NZ_AUEK01000012.1_187	SP	324
GCF_000426065.1|NZ_AUEQ01000012.1_267	SP	336
GCF_000426285.1|NZ_AUFB01000046.1_13	SP	362
GCF_000426345.1|NZ_AUFE01000211.1_1	SP	489
GCF_000426365.1|NZ_AUFF01000001.1_207	LIPO	344
GCF_000426685.1|NZ_KE384553.1_377	LIPO	325
GCF_000426685.1|NZ_KE384553.1_379	SP	348
GCF_000426845.1|NZ_AUGD01000001.1_748	SP	302
GCF_000427785.1|NZ_ATYR01000016.1_92	SP	580
GCF_000427785.1|NZ_ATYR01000022.1_42	SP	293
GCF_000427825.1|NZ_ATYT01000013.1_68	SP	320
GCF_000427885.1|NZ_KE386602.1_163	SP	445
GCF_000428945.1|NZ_AUAX01000001.1_65	SP	420
GCF_000428945.1|NZ_AUAX01000023.1_51	SP	455
GCF_000429025.1|NZ_KE386834.1_708	LIPO	313
GCF_000429025.1|NZ_AUBB01000024.1_102	SP	341
GCF_000429065.1|NZ_AUBD01000009.1_30	LIPO	335
GCF_000429145.1|NZ_AUBH01000001.1_152	SP	333
GCF_000429605.1|NZ_KE386925.1_223	SP	316
GCF_000429785.1|NZ_AUCN01000009.1_110	SP	313
GCF_000430505.1|NZ_AUMD01000012.1_313	SP	659
GCF_000430645.1|NZ_AUMK01000014.1_149	SP	392
GCF_000430725.1|NZ_AUMO01000056.1_37	SP	432
GCF_000430785.1|NZ_AUMR01000018.1_17	SP	415
GCF_000443995.1|NZ_AUMC01000006.1_506	SP	328
GCF_000444875.1|NC_021985.1_743	SP	337
GCF_000447775.1|NZ_AUNJ01000146.1_4	SP	325
GCF_000455205.1|NZ_AUWQ01000010.1_8	LIPO	279
GCF_000455205.1|NZ_AUWQ01000147.1_2	LIPO	314
GCF_000467105.1|NZ_BATI01000040.1_9	SP	299
GCF_000467105.1|NZ_BATI01000036.1_27	SP	277
GCF_000472905.1|NZ_AXAR01000004.1_180	SP	341
GCF_000473065.1|NZ_AXAZ01000045.1_17	SP	311
GCF_000473085.1|NZ_AXBA01000024.1_24	SP	355
GCF_000473225.1|NZ_KI421509.1_3474	LIPO	275
GCF_000473245.1|NC_022524.1_4673	SP	593
GCF_000473265.1|NZ_KI421511.1_1804	SP	374
GCF_000474945.1|NZ_AXDW01000019.1_64	SP	347
GCF_000474945.1|NZ_AXDW01000027.1_12	SP	357
GCF_000478275.1|NZ_ASJB01000083.1_667	SP	285
GCF_000482465.1|NZ_KI519430.1_80	LIPO	306
GCF_000482705.1|NZ_AXWO01000001.1_28	SP	448
GCF_000485795.1|NZ_AXZL01000076.1_361	SP	309
GCF_000494755.1|NC_022657.1_3640	SP	433
GCF_000494755.1|NC_022657.1_8020	LIPO	311
GCF_000497445.1|NZ_CM002285.1_7824	SP	423
GCF_000498475.1|NZ_AVBI01000001.1_73	SP	324
GCF_000504245.1|NZ_KI632509.1_4537	SP	318
GCF_000504285.1|NZ_KI632511.1_7307	SP	346
GCF_000504285.1|NZ_KI632511.1_7706	SP	452
GCF_000504285.1|NZ_KI632511.1_8385	SP	455
GCF_000515275.1|NZ_KI911560.1_1392	SP	302
GCF_000515355.1|NZ_KI911760.1_116	SP	415
GCF_000515415.1|NZ_KI911783.1_1366	SP	306
GCF_000517105.1|NZ_KI912148.1_1824	SP	352
GCF_000518805.1|NZ_JAEH01000001.1_6	SP	727
GCF_000519205.1|NZ_JAFB01000008.1_176	SP	319
GCF_000519325.1|NZ_KI912613.1_1375	SP	313
GCF_000520955.1|NZ_JACC01000059.1_5	SP	391
GCF_000522985.1|NZ_CP007128.1_288	SP	267
GCF_000522985.1|NZ_CP007128.1_2989	LIPO	322
GCF_000526915.1|NZ_JAGZ01000007.1_61	LIPO	314
GCF_000526915.1|NZ_JAGZ01000009.1_163	LIPO	306
GCF_000559085.1|NZ_JALN02000001.1_104	LIPO	320
GCF_000559085.1|NZ_JALN02000001.1_1037	SP	291
GCF_000559085.1|NZ_JALN02000001.1_3467	LIPO	277
GCF_000564855.1|NZ_AYXG01000089.1_15	SP	313
GCF_000564855.1|NZ_AYXG01000101.1_29	SP	335
GCF_000576555.1|NZ_CP007145.1_561	SP	388
GCF_000576575.1|NZ_AWQS01000087.1_9	SP	427
GCF_000601485.1|NZ_ASRX01000038.1_89	LIPO	470
GCF_000613125.1|NZ_HG964497.1_2103	SP	682
GCF_000613185.1|NZ_CCBB010000002.1_706	SP	307
GCF_000613245.1|NZ_HG964938.1_307	LIPO	340
GCF_000614145.1|NZ_BAKK01000002.1_171	SP	299
GCF_000617845.2|NZ_DF820425.1_702	SP	306
GCF_000620045.1|NZ_KK211058.1_99	SP	362
GCF_000620105.1|NZ_JHVK01000003.1_54	SP	355
GCF_000620625.1|NZ_JIAW01000003.1_208	SP	308
GCF_000620625.1|NZ_JIAW01000012.1_77	LIPO	291
GCF_000620785.1|NZ_JIAI01000002.1_150	LIPO	307
GCF_000661955.1|NZ_CP007597.1_1967	SP	335
GCF_000686905.1|NZ_JMLW01000001.1_95	LIPO	345
GCF_000687715.1|NZ_JHXD01000008.1_16	SP	312
GCF_000688235.1|NZ_JHYO01000004.1_43	SP	410
GCF_000689255.1|NZ_HG964446.1_588	LIPO	314
GCF_000691525.1|NZ_JMDW01000009.1_223	SP	293
GCF_000695255.1|NZ_JMIB01000005.1_17	LIPO	318
GCF_000695625.1|NZ_JMQI01000001.1_84	SP	398
GCF_000695625.1|NZ_JMQI01000001.1_140	SP	755
GCF_000695625.1|NZ_JMQI01000024.1_164	SP	455
GCF_000696185.1|NZ_KK853997.1_149	SP	493
GCF_000701505.1|NZ_JNJB01000006.1_213	SP	807
GCF_000702505.1|NZ_JNIM01000001.1_2497	SP	478
GCF_000702505.1|NZ_JNIM01000001.1_3264	SP	346
GCF_000705555.1|NZ_JMQN01000057.1_269	SP	358
GCF_000708045.1|NZ_ANIE01000005.1_83	SP	580
GCF_000708675.1|NZ_JELR01000006.1_48	SP	644
GCF_000708755.2|NZ_JGVU02000022.1_4	SP	628
GCF_000709345.1|NZ_KL448323.1_2580	SP	486
GCF_000710615.1|NZ_JDTH01000002.1_11	TAT	495
GCF_000710615.1|NZ_JDTH01000002.1_12	TAT	331
GCF_000710915.1|NZ_BAUA01000221.1_11	SP	321
GCF_000710915.1|NZ_BAUA01000197.1_20	LIPO	301
GCF_000711245.1|NZ_JOMH01000001.1_22	SP	293
GCF_000711955.1|NZ_KL544000.1_143	LIPO	351
GCF_000711955.1|NZ_JONR01000036.1_10	SP	317
GCF_000711985.1|NZ_JONU01000007.1_446	SP	339
GCF_000714935.1|NZ_JMIR01000020.1_52	SP	334
GCF_000714935.1|NZ_JMIR01000025.1_39	SP	769
GCF_000716335.1|NZ_KL591023.1_6	SP	405
GCF_000716435.1|NZ_JNWO01000005.1_397	SP	443
GCF_000716535.1|NZ_JNWV01000011.1_152	SP	419
GCF_000716545.1|NZ_JNWZ01000097.1_9	SP	449
GCF_000716595.1|NZ_JNXC01000005.1_200	SP	442
GCF_000716595.1|NZ_JNXC01000006.1_207	SP	397
GCF_000716675.1|NZ_JNXT01000003.1_159	SP	352
GCF_000716785.1|NZ_JNYY01000009.1_153	SP	471
GCF_000716785.1|NZ_JNYY01000013.1_81	SP	399
GCF_000716785.1|NZ_JNYY01000013.1_147	SP	744
GCF_000716875.1|NZ_JNWQ01000131.1_8	SP	499
GCF_000717055.1|NZ_JNXI01000003.1_262	SP	454
GCF_000717055.1|NZ_JNXI01000008.1_56	SP	340
GCF_000717135.1|NZ_JNXY01000002.1_184	LIPO	292
GCF_000717135.1|NZ_JNXY01000009.1_411	SP	422
GCF_000717185.1|NZ_JNYE01000164.1_5	SP	494
GCF_000717245.1|NZ_JNYQ01000001.1_627	SP	497
GCF_000717715.1|NZ_JOAI01000004.1_128	SP	459
GCF_000717715.1|NZ_JOAI01000009.1_125	SP	538
GCF_000717875.1|NZ_JOCT01000010.1_94	SP	495
GCF_000718015.1|NZ_JODY01000002.1_134	SP	333
GCF_000718025.1|NZ_JODS01000013.1_91	SP	507
GCF_000718095.1|NZ_JOEI01000006.1_27	SP	530
GCF_000718135.1|NZ_JOEM01000025.1_6	SP	446
GCF_000718165.1|NZ_JOEY01000051.1_34	SP	442
GCF_000718255.1|NZ_JOFJ01000007.1_43	SP	309
GCF_000718255.1|NZ_JOFJ01000009.1_102	LIPO	315
GCF_000718305.1|NZ_JOFQ01000011.1_361	SP	331
GCF_000718555.1|NZ_JOAN01000001.1_620	LIPO	297
GCF_000718555.1|NZ_JOAN01000010.1_15	SP	408
GCF_000718555.1|NZ_JOAN01000019.1_24	SP	445
GCF_000718555.1|NZ_JOAN01000023.1_98	LIPO	341
GCF_000718775.1|NZ_JOCB01000008.1_15	SP	422
GCF_000719115.1|NZ_JOEA01000009.1_182	SP	407
GCF_000719115.1|NZ_JOEA01000014.1_14	SP	436
GCF_000719285.1|NZ_JOFS01000002.1_34	SP	336
GCF_000719285.1|NZ_JOFS01000005.1_357	SP	449
GCF_000719285.1|NZ_JOFS01000028.1_80	SP	442
GCF_000719515.1|NZ_JOGR01000002.1_255	SP	455
GCF_000719555.1|NZ_JOGX01000051.1_24	SP	449
GCF_000719705.1|NZ_JOHO01000042.1_13	SP	336
GCF_000719865.1|NZ_JOID01000005.1_219	SP	349
GCF_000719955.1|NZ_JOII01000021.1_34	SP	529
GCF_000720135.1|NZ_JOIU01000004.1_117	SP	422
GCF_000720135.1|NZ_JOIU01000005.1_238	SP	437
GCF_000720145.1|NZ_JOIS01000001.1_41	LIPO	339
GCF_000720185.1|NZ_JOIY01000065.1_24	SP	488
GCF_000720255.1|NZ_JOJE01000005.1_374	SP	452
GCF_000720255.1|NZ_JOJE01000014.1_40	SP	451
GCF_000720325.1|NZ_JOJM01000031.1_90	SP	343
GCF_000720485.1|NZ_JOAX01000026.1_151	SP	326
GCF_000720535.1|NZ_JOAZ01000003.1_223	SP	494
GCF_000720635.1|NZ_JOCF01000042.1_31	SP	505
GCF_000720765.1|NZ_JODC01000004.1_148	SP	438
GCF_000720765.1|NZ_JODC01000015.1_49	SP	329
GCF_000720835.1|NZ_JODT01000002.1_37	SP	432
GCF_000720835.1|NZ_JODT01000003.1_90	SP	423
GCF_000721075.1|NZ_JOEQ01000026.1_2	SP	419
GCF_000721175.1|NZ_JOEZ01000022.1_91	SP	508
GCF_000721265.1|NZ_JOFZ01000007.1_304	SP	498
GCF_000721495.1|NZ_JOHY01000026.1_55	SP	485
GCF_000721705.1|NZ_JOJL01000026.1_29	LIPO	321
GCF_000721705.1|NZ_JOJL01000042.1_210	SP	452
GCF_000723165.1|NZ_HG322949.1_1186	SP	343
GCF_000723165.1|NZ_HG322949.1_4847	SP	366
GCF_000723205.1|NZ_HG315671.1_6	LIPO	289
GCF_000724625.1|NZ_CP007139.1_3634	LIPO	311
GCF_000725125.1|NZ_JFCB01000007.1_209	SP	333
GCF_000725385.1|NZ_CP008884.1_3167	SP	340
GCF_000725485.1|NZ_JOAG01000033.1_58	SP	429
GCF_000725485.1|NZ_JOAG01000061.1_54	SP	461
GCF_000730385.1|NZ_CP008849.1_1420	SP	357
GCF_000731095.1|NZ_JMTZ01000001.1_6	SP	609
GCF_000731095.1|NZ_JMTZ01000002.1_57	SP	316
GCF_000732925.1|NZ_CP008953.1_7852	SP	285
GCF_000733295.1|NZ_JPMI01000009.1_9	SP	331
GCF_000733295.1|NZ_JPMI01000216.1_36	LIPO	632
GCF_000733765.1|NZ_JPOG01000001.1_1069	LIPO	304
GCF_000737315.1|NZ_JMCB01000007.1_25	LIPO	619
GCF_000737325.1|NZ_CP011125.1_119	LIPO	323
GCF_000737325.1|NZ_CP011125.1_8110	LIPO	413
GCF_000737515.1|NZ_CP006587.1_1023	SP	386
GCF_000737765.1|NZ_JPRI01000004.1_155	SP	293
GCF_000739815.1|NZ_BBJJ01000134.1_8	LIPO	385
GCF_000739815.1|NZ_BBJJ01000086.1_17	SP	489
GCF_000740675.1|NZ_JPXI01000013.1_10	SP	294
GCF_000744655.1|NZ_JQMJ01000004.1_1143	LIPO	316
GCF_000744655.1|NZ_JQMJ01000004.1_4426	SP	430
GCF_000744705.1|NZ_JQML01000001.1_8430	SP	442
GCF_000744815.1|NZ_JQMQ01000005.1_1883	SP	493
GCF_000745345.1|NZ_JQNR01000005.1_1017	SP	480
GCF_000745425.1|NZ_JQJH01000014.1_30	SP	359
GCF_000747155.1|NZ_AVCK01000001.1_71	LIPO	357
GCF_000747155.1|NZ_AVCK01000022.1_100	SP	280
GCF_000753865.1|NZ_JQFW01000027.1_30	SP	396
GCF_000759345.1|NZ_JPZL01000003.1_113	SP	355
GCF_000761215.1|NZ_CP009438.1_686	SP	490
GCF_000761215.1|NZ_CP009438.1_819	SP	444
GCF_000761445.1|NZ_KN196470.1_2174	LIPO	351
GCF_000763315.1|NZ_JPST01000012.1_20	SP	333
GCF_000764185.1|NZ_JQEC01000023.1_12	SP	318
GCF_000764185.1|NZ_JQEC01000027.1_57	SP	729
GCF_000764225.1|NZ_JQED01000055.1_137	SP	318
GCF_000766945.1|NZ_KN266209.1_29	SP	449
GCF_000767795.1|NZ_JANX01000448.1_6	SP	322
GCF_000786105.1|NZ_JTEV01000023.1_22	SP	333
GCF_000787815.1|NZ_BBPO01000028.1_21	SP	426
GCF_000787835.1|NZ_BBPP01000042.1_26	SP	431
GCF_000787835.1|NZ_BBPP01000037.1_58	LIPO	313
GCF_000787835.1|NZ_BBPP01000014.1_56	SP	360
GCF_000787855.1|NZ_BBPQ01000079.1_23	SP	436
GCF_000787855.1|NZ_BBPQ01000034.1_15	LIPO	321
GCF_000797465.1|NZ_JSWG01000003.1_21	SP	380
GCF_000801955.1|NZ_JSZO01000020.1_38	SP	371
GCF_000808575.1|NZ_JWLW01000001.1_132	SP	357
GCF_000818395.1|NZ_JWJG01000028.1_23	SP	342
GCF_000826685.1|NZ_JROO01000031.1_61	SP	419
GCF_000828715.1|NZ_AP014583.1_2271	LIPO	292
GCF_000832985.1|NZ_CP009920.1_2616	SP	591
GCF_000931445.1|NZ_CP010849.1_851	SP	446
GCF_000931445.1|NZ_CP010849.1_2579	SP	324
GCF_000934685.1|NZ_JYNQ01000001.1_2413	SP	388
GCF_000938255.1|NZ_JYMR01000038.1_25	SP	306
GCF_000942395.1|NZ_LN812102.1_1883	SP	588
GCF_000948395.1|NZ_JYFN01000027.1_49	SP	421
GCF_000948975.2|NZ_CP059735.1_1749	LIPO	326
GCF_000948985.2|NZ_CP059733.1_4001	SP	328
GCF_000955955.1|NZ_JYJG01000223.1_14	TAT	405
GCF_000956465.1|NZ_JYJA01000022.1_39	SP	343
GCF_000956535.1|NZ_JYIY01000070.1_61	SP	424
GCF_000956545.1|NZ_JYIT01000074.1_24	SP	426
GCF_000956595.1|NZ_JYOO01000013.1_129	SP	591
GCF_000960475.2|NZ_JZDQ02000044.1_49	SP	424
GCF_000960995.1|NZ_CP009434.1_1586	SP	358
GCF_000962825.1|NZ_JZKF01000022.1_11	LIPO	341
GCF_000962825.1|NZ_JZKF01000029.1_14	SP	412
GCF_000963705.1|NZ_LAJY01000434.1_7	SP	315
GCF_000966285.1|NZ_KQ031391.1_292	LIPO	370
GCF_000969645.2|NZ_CP014222.1_695	SP	362
GCF_000971155.1|NZ_BBLX01000001.1_277	LIPO	286
GCF_000971215.1|NZ_BBMA01000004.1_17	LIPO	305
GCF_000971335.1|NZ_JZJL01000008.1_8	SP	364
GCF_000972495.1|NZ_LATM01000015.1_6	SP	287
GCF_000974445.1|NZ_BBOJ01000007.1_109	SP	444
GCF_000974485.1|NZ_BBOM01000005.1_538	SP	356
GCF_000974485.1|NZ_BBOM01000004.1_645	SP	454
GCF_000974985.2|NZ_LAVA02000002.1_26	SP	485
GCF_000980885.2|NZ_LBDA02000004.1_40	SP	490
GCF_000981895.1|NZ_LATD01000026.1_33	SP	528
GCF_000982955.1|NZ_KQ058649.1_59	LIPO	298
GCF_000982955.1|NZ_KQ058859.1_11	SP	409
GCF_000986865.1|NZ_LAVS01000092.1_14	SP	330
GCF_000987765.1|NZ_LAHP01000001.1_141	SP	326
GCF_000987775.1|NZ_LAHO01000017.1_42	SP	646
GCF_000993785.3|NZ_CP009922.3_4849	SP	441
GCF_001005085.2|NZ_LBMU02000133.1_1	SP	489
GCF_001006785.1|NZ_CDHO01000001.1_530	LIPO	364
GCF_001006805.1|NZ_LN811353.1_212	LIPO	391
GCF_001007995.1|NZ_CP011389.1_2486	LIPO	615
GCF_001011035.1|NZ_CP011492.1_94	SP	329
GCF_001013905.1|NZ_LN831790.1_4321	SP	327
GCF_001013905.1|NZ_LN831790.1_6012	SP	446
GCF_001014975.1|NZ_BBXA01000013.1_462	SP	324
GCF_001017175.1|NZ_LCYG01000032.1_93	SP	387
GCF_001017435.1|NZ_CP011371.1_1494	SP	402
GCF_001017655.1|NZ_CP010904.1_448	SP	778
GCF_001017655.1|NZ_CP010904.1_2348	SP	521
GCF_001019615.1|NZ_JNBQ01000009.1_61	SP	498
GCF_001021385.1|NZ_CP011773.1_1084	LIPO	278
GCF_001021385.1|NZ_CP011773.1_1813	SP	286
GCF_001021385.1|NZ_CP011773.1_2760	LIPO	307
GCF_001027285.1|NZ_CP011509.1_2353	LIPO	633
GCF_001039575.1|NZ_JIBT01000035.1_37	SP	350
GCF_001039575.1|NZ_JIBT01000038.1_55	SP	393
GCF_001040945.1|NZ_CP011930.1_2546	TAT	370
GCF_001044235.1|NZ_JYNL01000069.1_632	SP	282
GCF_001044255.1|NZ_JYNX01000057.1_49	SP	282
GCF_001051235.1|NZ_CBTJ020000040.1_44	SP	325
GCF_001053185.1|NZ_CSTD01000003.1_276	LIPO	281
GCF_001053185.1|NZ_CSTD01000005.1_183	LIPO	314
GCF_001083785.1|NZ_LAVL01000111.1_5	SP	442
GCF_001083785.1|NZ_LAVL01000043.1_3	SP	440
GCF_001083795.1|NZ_LAVK01000191.1_1	SP	441
GCF_001083795.1|NZ_LAVK01000048.1_13	SP	316
GCF_001083795.1|NZ_LAVK01000066.1_11	SP	338
GCF_001182895.1|NZ_LFQR01000189.1_1	SP	343
GCF_001183545.1|NZ_KQ236688.1_3341	SP	367
GCF_001183865.1|NZ_CP012020.1_322	SP	305
GCF_001187505.1|NZ_CP012150.1_4545	SP	315
GCF_001187785.1|NZ_CP012154.1_887	SP	666
GCF_001188955.3|NZ_JPRF03000076.1_56	SP	499
GCF_001189235.2|NZ_LFIP02000002.1_259	SP	308
